date,product_type,price_per_ton,volume_tons,destination_country,market_indicator,price_volatility,exchange_rate_TND_USD
2015-05-30,OLIVE_OIL,2325.13,191.6,Saudi Arabia,VOLATILE,0.207,2.915
2015-05-30,TOMATOES,808.36,501.74,France,RISING,0.272,2.98
2015-06-06,OLIVE_OIL,2587.63,256.03,Spain,FALLING,0.107,3.178
2015-06-07,PEPPERS,960.69,370.44,Netherlands,RISING,0.243,3.087
2015-06-10,TOMATOES,683.18,198.97,France,STABLE,0.318,2.92
2015-06-10,OLIVE_OIL,3494.02,333.68,Saudi Arabia,STABLE,0.173,2.915
2015-06-10,OLIVE_OIL,2392.18,457.01,Italy,RISING,0.126,3.099
2015-06-15,PEPPERS,1293.93,413.13,Saudi Arabia,FALLING,0.239,3.24
2015-06-19,DATES,2329.22,128.11,Spain,STABLE,0.28,2.53
2015-06-24,OLIVE_OIL,3993.18,257.26,Italy,RISING,0.166,3.153
2015-06-24,TOMATOES,759.49,505.25,Italy,STABLE,0.112,2.834
2015-06-25,WHEAT,307.97,452.19,Spain,VOLATILE,0.349,2.969
2015-06-29,PEPPERS,865.98,70.66,Netherlands,STABLE,0.214,2.844
2015-06-29,TOMATOES,686.86,239.77,France,STABLE,0.193,3.26
2015-06-30,TOMATOES,800.09,45.59,France,VOLATILE,0.179,2.894
2015-06-30,WHEAT,308.22,305.37,USA,VOLATILE,0.38,3.277
2015-06-30,PEPPERS,959.08,66.18,Spain,VOLATILE,0.065,3.104
2015-07-03,OLIVE_OIL,4132.63,425.26,Germany,FALLING,0.369,3.061
2015-07-03,OLIVE_OIL,4128.09,205.64,Italy,FALLING,0.164,3.102
2015-07-03,PEPPERS,771.74,442.88,Spain,RISING,0.26,2.873
2015-07-04,TOMATOES,721.77,278.47,France,STABLE,0.209,3.121
2015-07-07,WHEAT,366.34,425.62,USA,FALLING,0.288,2.949
2015-07-10,TOMATOES,647.78,504.73,France,RISING,0.394,2.96
2015-07-10,TOMATOES,540.95,280.25,Spain,RISING,0.256,3.106
2015-07-10,DATES,2535.15,299.51,France,FALLING,0.342,3.029
2015-07-10,OLIVE_OIL,2298.33,425.03,France,VOLATILE,0.255,3.154
2015-07-10,DATES,1887.53,362.36,Saudi Arabia,FALLING,0.376,3.061
2015-07-12,WHEAT,345.25,334.82,Netherlands,FALLING,0.273,3.125
2015-07-16,TOMATOES,552.33,372.36,Germany,RISING,0.315,3.062
2015-07-21,CITRUS_FRUITS,881.17,146.36,Germany,STABLE,0.185,3.271
2015-07-21,OLIVE_OIL,2551.96,149.5,France,STABLE,0.396,3.085
2015-07-22,OLIVE_OIL,3190.8,517.13,USA,VOLATILE,0.112,3.278
2015-07-22,DATES,2746.2,341.57,Saudi Arabia,RISING,0.322,3.056
2015-07-25,CITRUS_FRUITS,888.79,359.24,Italy,FALLING,0.252,3.091
2015-07-25,TOMATOES,798.6,51.87,USA,STABLE,0.244,3.081
2015-07-27,OLIVE_OIL,3275.58,279.96,Saudi Arabia,STABLE,0.068,3.234
2015-07-28,OLIVE_OIL,3442.65,304.49,Germany,FALLING,0.192,3.196
2015-07-28,CITRUS_FRUITS,745.82,207.87,USA,FALLING,0.199,2.996
2015-08-02,PEPPERS,908.86,495.72,Saudi Arabia,VOLATILE,0.123,3.098
2015-08-02,TOMATOES,683.48,512.88,Spain,RISING,0.328,3.177
2015-08-02,DATES,2809.84,463.07,Italy,RISING,0.355,3.177
2015-08-07,TOMATOES,731.24,442.58,Netherlands,RISING,0.265,2.994
2015-08-07,OLIVE_OIL,2612.26,219.99,USA,STABLE,0.36,2.792
2015-08-11,TOMATOES,851.42,45.34,Germany,STABLE,0.223,3.069
2015-08-12,DATES,2063.21,88.56,USA,VOLATILE,0.066,3.109
2015-08-12,PEPPERS,826.99,172.94,Germany,FALLING,0.148,2.809
2015-08-20,TOMATOES,731.55,478.51,Spain,RISING,0.235,2.664
2015-08-20,TOMATOES,662.18,387.34,Netherlands,VOLATILE,0.271,3.029
2015-08-22,PEPPERS,959.05,517.29,Saudi Arabia,STABLE,0.399,3.001
2015-08-22,TOMATOES,767.96,406.85,Spain,RISING,0.207,2.915
2015-08-28,PEPPERS,1327.92,244.06,USA,VOLATILE,0.266,3.106
2015-08-28,CITRUS_FRUITS,901.05,387.03,Italy,FALLING,0.106,2.8
2015-08-28,CITRUS_FRUITS,819.4,507.35,USA,FALLING,0.094,2.855
2015-08-31,PEPPERS,1116.58,197.77,Italy,FALLING,0.314,2.946
2015-08-31,DATES,3129.93,155.17,Saudi Arabia,RISING,0.388,3.021
2015-08-31,DATES,1706.98,366.84,Netherlands,FALLING,0.147,2.843
2015-08-31,TOMATOES,565.12,402.37,France,RISING,0.118,3.196
2015-09-10,WHEAT,363.73,159.48,Saudi Arabia,FALLING,0.164,3.138
2015-09-10,CITRUS_FRUITS,1055.49,437.71,USA,RISING,0.134,2.812
2015-09-13,CITRUS_FRUITS,1034.55,174.42,Spain,FALLING,0.39,2.856
2015-09-13,DATES,1510.67,166.5,Germany,FALLING,0.283,3.048
2015-09-15,PEPPERS,982.04,428.98,Saudi Arabia,VOLATILE,0.113,2.815
2015-09-15,PEPPERS,1067.17,504.02,Germany,RISING,0.201,3.157
2015-09-15,DATES,2839.38,322.78,Spain,STABLE,0.398,3.413
2015-09-15,PEPPERS,1004.77,394.54,Italy,FALLING,0.065,2.879
2015-09-15,DATES,2011.93,181.61,Germany,RISING,0.183,2.972
2015-09-15,PEPPERS,1042.18,271.1,Saudi Arabia,FALLING,0.291,3.111
2015-09-18,DATES,2346.22,317.03,France,STABLE,0.092,3.328
2015-09-18,PEPPERS,1122.91,186.46,USA,FALLING,0.193,3.027
2015-09-21,CITRUS_FRUITS,1017.02,161.14,Saudi Arabia,VOLATILE,0.311,2.981
2015-09-21,TOMATOES,576.68,282.27,Germany,STABLE,0.228,2.903
2015-09-24,CITRUS_FRUITS,949.65,38.93,Italy,VOLATILE,0.234,2.745
2015-09-28,TOMATOES,712.47,383.66,Germany,FALLING,0.179,2.816
2015-09-28,PEPPERS,1048.09,505.26,Germany,RISING,0.218,2.844
2015-09-28,OLIVE_OIL,2899.09,144.43,Netherlands,VOLATILE,0.227,2.943
2015-09-29,PEPPERS,1306.47,121.03,USA,STABLE,0.165,3.001
2015-10-02,PEPPERS,1144.76,409.22,Spain,VOLATILE,0.129,2.641
2015-10-03,DATES,2831.78,145.86,Saudi Arabia,FALLING,0.241,2.891
2015-10-03,TOMATOES,825.04,403.95,USA,STABLE,0.323,3.012
2015-10-14,OLIVE_OIL,3961.25,346.0,France,STABLE,0.08,3.332
2015-10-15,TOMATOES,827.89,459.45,Saudi Arabia,FALLING,0.063,2.938
2015-10-16,CITRUS_FRUITS,896.44,327.39,Germany,VOLATILE,0.264,3.18
2015-10-20,CITRUS_FRUITS,725.58,48.89,Spain,RISING,0.186,2.971
2015-10-23,DATES,2329.9,517.82,Netherlands,RISING,0.07,3.079
2015-10-23,CITRUS_FRUITS,885.88,186.87,Germany,STABLE,0.212,2.734
2015-10-23,OLIVE_OIL,3246.63,266.2,Spain,VOLATILE,0.265,2.972
2015-10-25,DATES,1966.1,473.41,Netherlands,RISING,0.325,2.774
2015-10-25,OLIVE_OIL,2800.92,183.26,Spain,FALLING,0.116,2.869
2015-10-28,PEPPERS,999.74,416.6,USA,RISING,0.383,3.101
2015-10-28,PEPPERS,1318.56,240.42,France,VOLATILE,0.132,3.156
2015-10-28,PEPPERS,931.43,100.58,France,FALLING,0.119,3.075
2015-11-01,DATES,1627.87,148.53,Saudi Arabia,VOLATILE,0.264,3.116
2015-11-01,OLIVE_OIL,3151.35,299.89,France,STABLE,0.194,3.214
2015-11-01,TOMATOES,688.23,393.72,Netherlands,STABLE,0.378,2.878
2015-11-01,PEPPERS,978.97,141.42,Germany,STABLE,0.142,2.905
2015-11-04,DATES,2384.31,311.59,Germany,VOLATILE,0.358,2.856
2015-11-08,PEPPERS,1411.34,181.13,Spain,STABLE,0.139,2.839
2015-11-09,WHEAT,426.99,319.71,Germany,FALLING,0.346,2.355
2015-11-09,OLIVE_OIL,3360.27,293.59,Italy,RISING,0.325,3.194
2015-11-09,WHEAT,266.76,435.25,Italy,VOLATILE,0.301,3.225
2015-11-18,CITRUS_FRUITS,912.07,354.25,Spain,RISING,0.162,3.121
2015-11-18,WHEAT,291.35,43.35,Germany,FALLING,0.088,3.076
2015-11-18,CITRUS_FRUITS,729.58,470.48,France,STABLE,0.315,2.616
2015-11-18,PEPPERS,1087.09,292.02,Spain,VOLATILE,0.297,2.458
2015-11-18,OLIVE_OIL,3173.54,475.56,Netherlands,STABLE,0.353,2.621
2015-11-18,TOMATOES,523.26,72.0,France,RISING,0.132,2.673
2015-11-18,CITRUS_FRUITS,965.86,492.64,USA,VOLATILE,0.265,2.631
2015-11-18,PEPPERS,734.07,67.9,Italy,STABLE,0.135,2.727
2015-11-18,TOMATOES,699.08,160.39,Netherlands,FALLING,0.253,2.947
2015-11-18,DATES,1987.54,299.18,Netherlands,FALLING,0.389,2.862
2015-11-20,OLIVE_OIL,2733.72,39.64,Netherlands,RISING,0.136,3.032
2015-11-26,PEPPERS,985.48,312.09,Germany,STABLE,0.278,2.687
2015-11-27,CITRUS_FRUITS,921.86,212.4,USA,STABLE,0.31,2.891
2015-11-27,PEPPERS,844.42,342.15,Spain,RISING,0.283,3.016
2015-12-05,DATES,1855.1,297.19,France,VOLATILE,0.101,3.069
2015-12-05,PEPPERS,977.77,25.07,Italy,RISING,0.215,3.135
2015-12-07,DATES,2675.26,158.21,Italy,RISING,0.258,3.257
2015-12-07,DATES,1997.13,471.14,USA,FALLING,0.215,3.086
2015-12-07,TOMATOES,775.76,308.24,Netherlands,RISING,0.289,2.726
2015-12-07,OLIVE_OIL,2673.5,385.49,Netherlands,STABLE,0.219,2.726
2015-12-12,TOMATOES,777.7,138.55,Saudi Arabia,FALLING,0.259,3.017
2015-12-12,PEPPERS,787.39,193.57,Germany,VOLATILE,0.291,2.829
2015-12-12,OLIVE_OIL,3922.61,512.03,Spain,STABLE,0.301,3.14
2015-12-21,TOMATOES,825.17,80.69,Saudi Arabia,VOLATILE,0.357,3.224
2015-12-23,OLIVE_OIL,3205.98,63.15,Germany,FALLING,0.232,2.784
2015-12-23,CITRUS_FRUITS,1077.02,215.37,Saudi Arabia,VOLATILE,0.078,2.934
2015-12-26,TOMATOES,344.79,56.36,Saudi Arabia,RISING,0.381,3.112
2015-12-26,WHEAT,297.16,87.99,Italy,FALLING,0.308,2.936
2015-12-26,TOMATOES,854.95,391.79,USA,VOLATILE,0.383,3.079
2015-12-29,PEPPERS,1134.24,248.16,Saudi Arabia,RISING,0.357,3.043
2015-12-29,WHEAT,309.72,430.31,Netherlands,STABLE,0.34,3.061
2016-01-02,PEPPERS,1089.22,407.76,Netherlands,FALLING,0.077,2.825
2016-01-02,PEPPERS,898.98,403.57,France,RISING,0.24,2.977
2016-01-02,PEPPERS,882.06,450.21,Netherlands,RISING,0.163,2.813
2016-01-08,PEPPERS,1034.3,208.94,USA,RISING,0.321,2.803
2016-01-08,WHEAT,322.1,254.88,Saudi Arabia,RISING,0.124,2.802
2016-01-10,PEPPERS,1233.36,361.83,France,FALLING,0.164,3.135
2016-01-12,CITRUS_FRUITS,1027.98,38.79,Spain,RISING,0.39,3.024
2016-01-12,CITRUS_FRUITS,694.49,453.82,Netherlands,RISING,0.394,3.073
2016-01-15,WHEAT,309.13,35.96,France,FALLING,0.314,3.096
2016-01-15,OLIVE_OIL,2826.69,110.67,Italy,VOLATILE,0.376,2.949
2016-01-15,PEPPERS,924.63,366.27,Italy,VOLATILE,0.224,3.031
2016-01-21,TOMATOES,817.27,221.29,France,RISING,0.3,3.361
2016-01-21,WHEAT,347.82,386.36,France,STABLE,0.258,3.349
2016-01-22,CITRUS_FRUITS,704.39,191.26,Italy,FALLING,0.147,2.765
2016-01-24,PEPPERS,1076.35,143.85,Germany,STABLE,0.081,3.279
2016-01-26,DATES,2188.68,168.2,Germany,FALLING,0.083,2.965
2016-01-26,PEPPERS,899.41,99.24,France,VOLATILE,0.204,2.775
2016-01-26,WHEAT,338.99,161.21,Germany,RISING,0.311,3.001
2016-01-26,TOMATOES,834.14,464.95,France,FALLING,0.165,3.245
2016-01-31,OLIVE_OIL,2995.65,318.51,France,FALLING,0.144,2.712
2016-01-31,OLIVE_OIL,3294.51,198.39,Saudi Arabia,STABLE,0.243,3.097
2016-01-31,TOMATOES,694.35,57.57,Netherlands,FALLING,0.217,3.059
2016-02-02,DATES,2003.96,461.95,Saudi Arabia,RISING,0.274,3.255
2016-02-02,OLIVE_OIL,3711.42,185.45,USA,STABLE,0.315,3.031
2016-02-02,CITRUS_FRUITS,894.32,136.95,Germany,STABLE,0.357,3.037
2016-02-02,WHEAT,366.94,414.5,USA,RISING,0.158,3.033
2016-02-02,DATES,2466.49,52.01,Germany,STABLE,0.361,3.199
2016-02-02,PEPPERS,946.28,496.66,Spain,STABLE,0.15,2.987
2016-02-03,PEPPERS,1143.55,214.94,France,FALLING,0.218,3.251
2016-02-03,OLIVE_OIL,2878.45,475.18,Netherlands,VOLATILE,0.196,2.81
2016-02-03,PEPPERS,700.06,344.88,Germany,STABLE,0.16,2.952
2016-02-03,TOMATOES,771.51,128.37,France,STABLE,0.354,2.961
2016-02-04,OLIVE_OIL,2784.43,62.18,Germany,RISING,0.322,2.81
2016-02-04,DATES,2792.58,352.99,USA,FALLING,0.222,3.177
2016-02-04,DATES,1601.47,237.1,Germany,STABLE,0.068,3.044
2016-02-06,TOMATOES,623.22,227.51,France,FALLING,0.346,2.888
2016-02-06,CITRUS_FRUITS,907.42,451.17,USA,VOLATILE,0.116,2.976
2016-02-12,OLIVE_OIL,3104.01,199.85,USA,VOLATILE,0.126,3.17
2016-02-12,WHEAT,350.59,240.83,USA,STABLE,0.254,3.079
2016-02-18,TOMATOES,682.37,303.99,Netherlands,RISING,0.11,2.928
2016-02-20,OLIVE_OIL,3577.14,154.49,Germany,STABLE,0.166,3.196
2016-02-21,OLIVE_OIL,3568.85,295.93,Spain,FALLING,0.07,3.033
2016-02-22,WHEAT,336.15,375.54,France,VOLATILE,0.176,3.214
2016-02-22,TOMATOES,467.04,264.65,Germany,RISING,0.134,3.083
2016-02-22,PEPPERS,862.44,358.29,Netherlands,FALLING,0.312,2.752
2016-02-23,OLIVE_OIL,2497.95,372.99,Netherlands,STABLE,0.37,3.225
2016-02-26,WHEAT,364.01,501.8,Spain,RISING,0.342,2.639
2016-02-26,WHEAT,311.07,130.6,France,FALLING,0.109,2.933
2016-02-27,TOMATOES,767.28,50.66,Saudi Arabia,FALLING,0.175,2.585
2016-02-27,TOMATOES,811.83,243.49,Germany,STABLE,0.104,2.68
2016-02-28,OLIVE_OIL,3120.55,187.48,Netherlands,RISING,0.365,3.217
2016-02-28,TOMATOES,593.77,334.37,USA,FALLING,0.212,3.07
2016-02-29,WHEAT,307.55,311.91,USA,RISING,0.307,2.813
2016-03-05,PEPPERS,1269.19,483.49,Germany,FALLING,0.128,3.021
2016-03-06,DATES,1899.77,322.52,Germany,FALLING,0.197,3.105
2016-03-06,WHEAT,432.06,341.96,Spain,VOLATILE,0.125,2.802
2016-03-06,WHEAT,370.04,279.68,France,FALLING,0.357,3.06
2016-03-06,WHEAT,281.14,423.7,Italy,VOLATILE,0.17,2.739
2016-03-07,PEPPERS,693.77,66.32,Netherlands,FALLING,0.342,3.043
2016-03-12,WHEAT,372.7,380.26,Italy,FALLING,0.204,3.065
2016-03-12,OLIVE_OIL,3994.56,115.8,Italy,RISING,0.099,2.902
2016-03-13,WHEAT,284.82,396.88,France,RISING,0.182,3.116
2016-03-13,CITRUS_FRUITS,1150.07,208.01,Saudi Arabia,RISING,0.247,3.133
2016-03-17,CITRUS_FRUITS,721.05,364.08,Germany,FALLING,0.087,3.239
2016-03-19,PEPPERS,984.27,339.1,Netherlands,RISING,0.086,2.881
2016-03-19,CITRUS_FRUITS,910.97,419.33,Italy,RISING,0.289,3.146
2016-03-21,CITRUS_FRUITS,1047.86,124.7,France,FALLING,0.139,2.817
2016-03-22,OLIVE_OIL,2780.07,244.53,Spain,VOLATILE,0.395,3.119
2016-03-27,OLIVE_OIL,2911.77,340.66,Italy,FALLING,0.239,2.888
2016-04-06,PEPPERS,890.89,235.22,Italy,RISING,0.247,3.15
2016-04-06,TOMATOES,574.92,348.83,Spain,STABLE,0.357,2.994
2016-04-12,TOMATOES,647.43,311.61,France,FALLING,0.373,2.778
2016-04-17,WHEAT,285.87,316.44,Italy,VOLATILE,0.247,2.893
2016-04-23,PEPPERS,939.83,178.52,USA,RISING,0.267,2.959
2016-04-23,WHEAT,372.36,367.27,Spain,RISING,0.177,3.109
2016-04-24,CITRUS_FRUITS,963.91,55.59,USA,FALLING,0.191,3.063
2016-04-24,WHEAT,362.54,365.14,Germany,STABLE,0.104,2.719
2016-04-24,CITRUS_FRUITS,1151.36,148.87,Netherlands,RISING,0.109,2.791
2016-04-25,TOMATOES,797.74,145.74,USA,RISING,0.36,2.992
2016-04-27,CITRUS_FRUITS,1234.3,172.12,Saudi Arabia,VOLATILE,0.327,2.671
2016-04-27,OLIVE_OIL,2769.2,130.79,Saudi Arabia,STABLE,0.143,3.175
2016-04-29,TOMATOES,775.73,285.47,Germany,STABLE,0.101,3.086
2016-05-01,DATES,2292.04,315.62,Netherlands,VOLATILE,0.293,2.555
2016-05-01,DATES,1883.61,508.36,Netherlands,VOLATILE,0.132,3.197
2016-05-01,CITRUS_FRUITS,852.64,467.06,Italy,RISING,0.362,2.836
2016-05-05,DATES,2324.26,257.99,USA,VOLATILE,0.215,3.379
2016-05-05,OLIVE_OIL,3129.44,128.71,Netherlands,FALLING,0.26,3.075
2016-05-09,WHEAT,278.86,268.75,Italy,STABLE,0.361,3.137
2016-05-12,DATES,2493.75,88.84,France,RISING,0.101,3.327
2016-05-14,TOMATOES,509.32,259.75,Netherlands,FALLING,0.197,2.703
2016-05-17,CITRUS_FRUITS,738.14,112.36,France,RISING,0.276,3.152
2016-05-17,CITRUS_FRUITS,1057.81,273.47,USA,STABLE,0.074,2.936
2016-05-19,TOMATOES,841.66,73.08,Italy,VOLATILE,0.109,3.238
2016-05-19,CITRUS_FRUITS,781.16,476.67,USA,STABLE,0.371,3.02
2016-05-21,DATES,2134.59,203.58,Saudi Arabia,FALLING,0.069,3.08
2016-05-21,PEPPERS,956.02,304.64,France,VOLATILE,0.219,2.935
2016-05-24,CITRUS_FRUITS,922.06,268.36,France,STABLE,0.237,3.134
2016-05-27,WHEAT,308.58,152.18,Saudi Arabia,VOLATILE,0.247,3.052
2016-05-27,OLIVE_OIL,2841.5,25.62,Netherlands,VOLATILE,0.142,2.862
2016-05-27,PEPPERS,840.09,205.92,Netherlands,VOLATILE,0.241,3.347
2016-05-27,DATES,2144.66,285.62,Spain,VOLATILE,0.238,3.173
2016-05-30,WHEAT,374.38,26.29,USA,VOLATILE,0.312,3.221
2016-05-30,OLIVE_OIL,2721.54,290.61,France,STABLE,0.257,3.316
2016-05-30,CITRUS_FRUITS,751.2,39.97,Italy,RISING,0.133,3.012
2016-05-30,DATES,2397.84,394.48,USA,VOLATILE,0.253,2.617
2016-05-30,DATES,2930.91,387.27,Saudi Arabia,VOLATILE,0.329,3.101
2016-05-30,TOMATOES,765.68,185.58,France,RISING,0.22,3.019
2016-05-31,PEPPERS,1133.81,114.14,Germany,FALLING,0.327,2.807
2016-06-02,OLIVE_OIL,3099.97,102.97,France,FALLING,0.243,2.767
2016-06-02,CITRUS_FRUITS,603.53,477.62,Germany,FALLING,0.372,2.869
2016-06-02,PEPPERS,772.4,57.68,Netherlands,RISING,0.261,2.992
2016-06-02,CITRUS_FRUITS,646.75,337.0,Spain,FALLING,0.354,2.674
2016-06-05,TOMATOES,845.34,168.38,Germany,STABLE,0.24,2.933
2016-06-06,DATES,1899.61,298.65,France,STABLE,0.261,2.887
2016-06-06,CITRUS_FRUITS,801.0,308.74,France,VOLATILE,0.204,3.267
2016-06-08,OLIVE_OIL,3593.49,481.16,USA,RISING,0.334,2.998
2016-06-11,CITRUS_FRUITS,898.15,38.38,Germany,VOLATILE,0.392,2.921
2016-06-13,CITRUS_FRUITS,799.92,114.83,France,STABLE,0.22,2.866
2016-06-19,DATES,2857.98,284.36,Netherlands,STABLE,0.265,3.174
2016-06-26,TOMATOES,469.1,158.96,Italy,VOLATILE,0.336,3.26
2016-06-26,TOMATOES,628.3,256.51,Spain,FALLING,0.377,3.261
2016-06-26,DATES,2059.25,325.98,USA,RISING,0.24,3.115
2016-06-26,DATES,2075.58,102.14,Netherlands,RISING,0.347,2.806
2016-06-27,WHEAT,368.33,276.65,Netherlands,FALLING,0.21,2.882
2016-06-27,DATES,2443.52,60.95,Saudi Arabia,FALLING,0.132,2.995
2016-06-30,OLIVE_OIL,4008.51,293.12,Italy,STABLE,0.324,2.858
2016-06-30,TOMATOES,629.0,349.13,Spain,RISING,0.206,3.228
2016-07-01,CITRUS_FRUITS,681.63,404.46,Spain,VOLATILE,0.346,2.924
2016-07-01,PEPPERS,1375.39,41.51,France,VOLATILE,0.195,2.967
2016-07-02,TOMATOES,570.07,405.15,Italy,FALLING,0.313,3.04
2016-07-02,OLIVE_OIL,2409.25,458.39,Germany,RISING,0.225,3.133
2016-07-04,TOMATOES,670.62,361.19,Germany,STABLE,0.331,3.114
2016-07-04,DATES,2359.19,432.45,Saudi Arabia,RISING,0.122,2.918
2016-07-04,OLIVE_OIL,3711.41,60.57,Germany,VOLATILE,0.13,2.781
2016-07-08,OLIVE_OIL,2949.54,226.49,Germany,FALLING,0.273,3.128
2016-07-08,TOMATOES,823.3,494.16,Netherlands,RISING,0.317,3.131
2016-07-08,PEPPERS,1141.39,193.8,Italy,RISING,0.275,3.173
2016-07-09,PEPPERS,628.87,507.37,France,RISING,0.392,3.137
2016-07-11,CITRUS_FRUITS,838.72,451.06,Netherlands,RISING,0.271,2.925
2016-07-17,CITRUS_FRUITS,742.21,282.85,France,VOLATILE,0.134,3.036
2016-07-19,TOMATOES,747.54,424.4,USA,VOLATILE,0.145,3.304
2016-07-19,OLIVE_OIL,3824.84,114.46,Saudi Arabia,RISING,0.199,2.937
2016-07-19,OLIVE_OIL,2227.87,492.6,France,STABLE,0.246,3.63
2016-07-20,PEPPERS,974.95,51.95,France,FALLING,0.335,2.774
2016-07-21,CITRUS_FRUITS,1180.11,205.13,Spain,RISING,0.292,2.863
2016-07-21,OLIVE_OIL,2585.33,283.11,France,STABLE,0.154,3.013
2016-07-21,WHEAT,415.03,421.2,Italy,STABLE,0.148,3.057
2016-07-22,OLIVE_OIL,3688.36,414.1,Germany,FALLING,0.073,3.257
2016-07-25,OLIVE_OIL,3558.15,304.68,Germany,RISING,0.124,2.855
2016-07-25,DATES,2612.39,326.0,Spain,FALLING,0.21,2.867
2016-07-25,WHEAT,319.03,240.6,France,FALLING,0.353,3.269
2016-07-25,DATES,2505.05,56.2,Netherlands,VOLATILE,0.326,2.883
2016-07-27,WHEAT,249.78,31.75,Saudi Arabia,STABLE,0.368,2.94
2016-07-29,PEPPERS,1208.35,318.67,Saudi Arabia,VOLATILE,0.38,3.185
2016-07-30,PEPPERS,1031.18,212.65,France,VOLATILE,0.069,2.921
2016-07-31,PEPPERS,899.08,197.06,Italy,STABLE,0.269,3.082
2016-07-31,TOMATOES,701.6,96.14,Italy,VOLATILE,0.164,2.988
2016-08-02,TOMATOES,500.49,266.38,Saudi Arabia,FALLING,0.328,2.958
2016-08-02,WHEAT,305.03,362.18,France,VOLATILE,0.323,3.251
2016-08-05,PEPPERS,1349.99,350.91,Saudi Arabia,STABLE,0.382,2.467
2016-08-08,WHEAT,263.45,55.49,Netherlands,STABLE,0.183,2.956
2016-08-08,WHEAT,309.56,509.22,Italy,VOLATILE,0.302,3.444
2016-08-09,TOMATOES,867.77,500.3,Saudi Arabia,RISING,0.205,3.122
2016-08-09,OLIVE_OIL,2725.39,142.02,Saudi Arabia,VOLATILE,0.35,2.855
2016-08-11,DATES,2559.81,69.07,Spain,STABLE,0.175,3.313
2016-08-11,DATES,2178.94,459.92,Saudi Arabia,STABLE,0.213,3.211
2016-08-12,OLIVE_OIL,3188.2,220.94,France,STABLE,0.184,2.863
2016-08-12,DATES,2301.3,235.09,Germany,VOLATILE,0.14,2.886
2016-08-12,PEPPERS,816.94,502.24,Saudi Arabia,VOLATILE,0.209,2.885
2016-08-13,CITRUS_FRUITS,1399.13,166.46,Italy,RISING,0.326,2.912
2016-08-17,OLIVE_OIL,2846.47,274.91,Netherlands,STABLE,0.107,2.892
2016-08-17,WHEAT,372.02,332.19,Spain,STABLE,0.101,3.022
2016-08-20,WHEAT,384.83,191.36,Saudi Arabia,RISING,0.229,3.146
2016-08-22,OLIVE_OIL,3800.48,307.49,Saudi Arabia,FALLING,0.135,2.996
2016-08-22,CITRUS_FRUITS,1077.98,241.96,Netherlands,VOLATILE,0.132,3.148
2016-08-22,CITRUS_FRUITS,1045.06,321.59,USA,FALLING,0.364,3.044
2016-08-22,CITRUS_FRUITS,650.97,231.56,Saudi Arabia,FALLING,0.365,3.112
2016-08-22,DATES,1779.49,263.51,USA,FALLING,0.306,2.759
2016-09-01,DATES,2090.84,148.53,France,FALLING,0.277,2.762
2016-09-06,OLIVE_OIL,3505.75,128.45,France,STABLE,0.239,2.958
2016-09-07,OLIVE_OIL,3606.56,366.01,France,VOLATILE,0.269,3.224
2016-09-07,WHEAT,413.09,514.63,France,RISING,0.097,3.246
2016-09-12,PEPPERS,1070.21,288.33,Germany,RISING,0.262,3.162
2016-09-13,WHEAT,349.33,343.66,Saudi Arabia,RISING,0.188,3.185
2016-09-13,PEPPERS,894.62,249.48,USA,FALLING,0.233,3.078
2016-09-19,DATES,1822.25,130.33,Netherlands,STABLE,0.277,3.062
2016-09-19,TOMATOES,650.95,312.74,Netherlands,RISING,0.073,2.809
2016-09-25,DATES,2791.28,353.78,Netherlands,FALLING,0.092,3.224
2016-09-25,DATES,2510.81,75.53,USA,VOLATILE,0.25,2.756
2016-09-25,TOMATOES,800.44,47.27,Netherlands,VOLATILE,0.302,3.012
2016-09-26,TOMATOES,579.88,54.77,Netherlands,STABLE,0.218,2.981
2016-10-04,WHEAT,286.17,168.14,Netherlands,RISING,0.132,3.161
2016-10-06,TOMATOES,792.56,178.24,Italy,RISING,0.318,3.002
2016-10-06,PEPPERS,994.02,412.82,Saudi Arabia,VOLATILE,0.245,2.972
2016-10-07,WHEAT,286.18,411.75,Germany,VOLATILE,0.236,3.075
2016-10-10,PEPPERS,903.73,240.11,USA,FALLING,0.231,3.117
2016-10-10,TOMATOES,854.0,132.22,Germany,VOLATILE,0.106,3.157
2016-10-10,WHEAT,236.79,469.89,France,FALLING,0.373,3.105
2016-10-20,OLIVE_OIL,2973.38,347.11,Germany,VOLATILE,0.112,3.051
2016-10-20,DATES,1907.57,151.89,Italy,FALLING,0.175,3.069
2016-10-20,CITRUS_FRUITS,970.12,89.95,Netherlands,STABLE,0.168,3.097
2016-10-20,PEPPERS,1035.8,25.67,Netherlands,STABLE,0.275,3.033
2016-10-20,PEPPERS,1268.37,86.75,Spain,FALLING,0.114,2.692
2016-10-21,TOMATOES,530.81,424.81,Italy,FALLING,0.267,3.14
2016-10-22,CITRUS_FRUITS,745.11,302.51,USA,VOLATILE,0.33,3.082
2016-10-23,DATES,2663.8,281.75,France,VOLATILE,0.06,3.118
2016-10-25,TOMATOES,793.73,343.18,Spain,RISING,0.164,3.28
2016-10-25,TOMATOES,583.14,68.48,Spain,RISING,0.372,3.199
2016-11-04,OLIVE_OIL,3243.34,68.87,France,VOLATILE,0.28,3.011
2016-11-05,PEPPERS,1277.64,378.48,Germany,STABLE,0.104,3.126
